,Nombre,Direccion,Coordenadas,latitud,longitud
462,Restaurante Amor de mis Amores,"Calle el Perdón, 11. 38006 Santa Cruz de Tenerife (Tenerife - Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-16.8519802, 28.3732831]}",28.3732831,-16.8519802
463,Restaurante La Senda,"Calle Hernán Cortés, 15, 50004 Zaragoza","{'type': 'Point', 'coordinates': [-0.8901369, 41.6480879]}",41.6480879,-0.8901369
464,Restaurante El Risco,"Calle Montaña Clara, 30, 35558 Caleta de Famara, Las Palmas, España","{'type': 'Point', 'coordinates': [-13.564293, 29.1180017]}",29.1180017,-13.564293
465,Restaurante Cancook,"Calle Juan II de Aragón, 5, 50009 Zaragoza, España","{'type': 'Point', 'coordinates': [-1.2158723234, 42.49625025]}",42.49625025,-1.2158723234
466,Restaurante El Equilibrista 33,"Calle Ingeniero Salinas, 23. 35006 Las Palmas de Gran Canaria (Gran Canaria - Las Palmas)","{'type': 'Point', 'coordinates': [-15.4311335, 28.1299359]}",28.1299359,-15.4311335
467,Restaurante Fuji,"Calle Fernando Guanarteme, 56. 35010 Las Palmas de Gran Canaria (Gran Canaria - Las Palmas)","{'type': 'Point', 'coordinates': [-15.442881, 28.1272104]}",28.1272104,-15.442881
468,Restaurante La Sandunga,"Calle San Ignacio, 17 38280 Tegueste (Tenerife - Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-16.356905, 28.5025472]}",28.5025472,-16.356905
469,Restaurante El Taller Seve Díaz,"Calle San Felipe, 32 38400 Puerto de la Cruz (Santa Cruz de Tenerife)","{'type': 'Point', 'coordinates': [-16.5531294, 28.4165864]}",28.4165864,-16.5531294
470,Restaurante Poemas by Hermanos Padrón,"Calle León y Castillo, 227, Las Palmas de Gran Canaria, Las Palmas","{'type': 'Point', 'coordinates': [-15.4306327, 28.1395959]}",28.1395959,-15.4306327
471,Restaurante Qué Leche,"Calle Torres, 22. 35002 Las Palmas de Gran Canaria (Gran Canaria - Las Palmas)","{'type': 'Point', 'coordinates': [-15.4170604188, 28.10428135]}",28.10428135,-15.4170604188
472,Restaurante Seaside Grand Hotel Residencia,"Av. del Oasis, 32, 35100 San Bartolomé de Tirajana, Las Palmas, España","{'type': 'Point', 'coordinates': [-15.5972739, 27.7393207]}",27.7393207,-15.5972739
473,Restaurante El Chalet,"Santa teresa de jesus, 25","{'type': 'Point', 'coordinates': [-69.8062963883, 18.4923251]}",18.4923251,-69.8062963883
474,Restaurante Adolfo,"Calle Hombre de Palo, 7. 45002 Toledo","{'type': 'Point', 'coordinates': [-4.02394, 39.8579505]}",39.8579505,-4.02394
475,Restaurante Casa Elena,"Calle Nueva, 15 45592 Cabañas de la Sagra (Toledo)","{'type': 'Point', 'coordinates': [-3.9510692232, 40.00858515]}",40.00858515,-3.9510692232
476,Restaurante Ronquillo,"Calle Menendez Pelayo, 2 Cantabria","{'type': 'Point', 'coordinates': [-4.0687859, 43.2613654]}",43.2613654,-4.0687859
477,Restaurante Las Llaves,"Plaza Mayor, 15. 19180 Marchamalo (Guadalajara)","{'type': 'Point', 'coordinates': [-3.202191, 40.6692046]}",40.6692046,-3.202191
478,Restaurante Ribera del Río Miño,"Calle Olof Palme, 21. 35010 Las Palmas de Gran Canaria (Gran Canaria - Las Palmas)","{'type': 'Point', 'coordinates': [-15.436429109, 28.13523865]}",28.13523865,-15.436429109
479,Restaurante Mesón Octavio,"Calle Severo Ochoa, 6 13005 Ciudad Real (Ciudad Real)","{'type': 'Point', 'coordinates': [-3.9262301, 38.9970839]}",38.9970839,-3.9262301
480,Restaurante Palio,"Calle Mayor, 12. 45300 Ocaña (Toledo)","{'type': 'Point', 'coordinates': [-3.4998328, 39.9588931]}",39.9588931,-3.4998328
481,Restaurante Raíces,"Ronda del Cañillo, 3 45600","{'type': 'Point', 'coordinates': [-4.8321219128, 39.9566035]}",39.9566035,-4.8321219128
482,Restaurante La Prensa,"Calle José Nebra, 3, 50007 Zaragoza, España","{'type': 'Point', 'coordinates': [-0.874694, 41.6333456]}",41.6333456,-0.874694
483,Restaurante Trivio,"Calle Colón, 25. 16002 Cuenca","{'type': 'Point', 'coordinates': [-2.1377757, 40.0746191]}",40.0746191,-2.1377757
484,Restaurante Víctor Sánchez-Beato,"Calle Alamillos del Tránsito 9, Toledo 45002","{'type': 'Point', 'coordinates': [-4.0285291, 39.8559581]}",39.8559581,-4.0285291
485,Restaurante Casa Ojeda,"Calle Vitoria,  5. 09004 Burgos","{'type': 'Point', 'coordinates': [-3.6990031, 42.3412012]}",42.3412012,-3.6990031
486,Restaurante Becook Urbanfood,"Calle Cantareros, 2. 24003 León","{'type': 'Point', 'coordinates': [-5.5663609, 42.5945109]}",42.5945109,-5.5663609
487,Restaurante Restaurante Raff,"Calle San Pedro, 58. 16001 Cuenca (Cuenca)","{'type': 'Point', 'coordinates': [-2.5677335, 40.1413897]}",40.1413897,-2.5677335
488,Restaurante Absinthium,"Calle Coso, 11. 50003 Zaragoza (Zaragoza)","{'type': 'Point', 'coordinates': [-1.6366333, 41.1837441]}",41.1837441,-1.6366333
489,Restaurante Cobo Estratos,"Plaza de la Libertad, 9","{'type': 'Point', 'coordinates': [19.0516592715, 47.50363885]}",47.50363885,19.0516592715
490,Restaurante Casa Duque,"Calle de Cervantes,  12. 40001 Segovia (Segovia)","{'type': 'Point', 'coordinates': [-4.1193385, 40.9478818]}",40.9478818,-4.1193385
491,Restaurante Dámaso,"Calle Corbeta, 1. 47009 Valladolid (Valladolid)","{'type': 'Point', 'coordinates': [-4.7483932, 41.6795637]}",41.6795637,-4.7483932
492,Restaurante Casa Vallecas,"Calle Real, 16 42360 Berlanga de Duero (Soria)","{'type': 'Point', 'coordinates': [-2.8599901, 41.4650057]}",41.4650057,-2.8599901
493,Restaurante El Capricho,"c/ Carrobierzo, 28, 24767 Jiménez de Jamuz, León, España","{'type': 'Point', 'coordinates': [-5.9334802303, 42.2715434]}",42.2715434,-5.9334802303
494,Restaurante Casa Silvano - Maracaibo,"Paseo Ezequiel González, 25. 40002 Segovia","{'type': 'Point', 'coordinates': [-4.1208958, 40.9442434]}",40.9442434,-4.1208958
495,Restaurante Delirios,"Calle Ramón y Cajal, 5. 24002 León","{'type': 'Point', 'coordinates': [-5.6287012164, 42.80261765]}",42.80261765,-5.6287012164
496,Restaurante En la Parra,Calle San Pablo n80 BAJO,"{'type': 'Point', 'coordinates': [0.3499307, 41.5211278]}",41.5211278,0.3499307
497,Restaurante Hostería de los Palmeros,"Plaza de San Telmo, 4. 34440 Frómista (Palencia)","{'type': 'Point', 'coordinates': [-4.4046682, 42.267725]}",42.267725,-4.4046682
498,Restaurante El Mesón de Gonzalo,"Plaza Poeta Iglesias, 10 37001 Salamanca","{'type': 'Point', 'coordinates': [-5.449056, 40.7366811]}",40.7366811,-5.449056
499,Restaurante Restaurante José María,"Calle Cronista Lecea, 11, 40001 Segovia, España","{'type': 'Point', 'coordinates': [-4.1227292, 40.9505005]}",40.9505005,-4.1227292
500,Restaurante Llantén,"Calle Encina, 11. 47153 Pinar de Antequera (Valladolid)","{'type': 'Point', 'coordinates': [-4.7500656, 41.590146]}",41.590146,-4.7500656
501,Restaurante La Tronera,"Calle El Caño,  1 24565 Villadepalos (León)","{'type': 'Point', 'coordinates': [-6.7493234, 42.5407362]}",42.5407362,-6.7493234
502,Restaurante Summum del Reina Isabel,"Calle Alfredo L. Jones, 40. 35008 Las Palmas de Gran Canaria (Gran Canaria - Las Palmas)","{'type': 'Point', 'coordinates': [-15.4330897, 28.1424105]}",28.1424105,-15.4330897
503,Restaurante La Fábrica,"Calle Briviesca, 4 09004 Burgos","{'type': 'Point', 'coordinates': [-3.3066465, 42.5920434]}",42.5920434,-3.3066465
504,Restaurante Serrano,"Calle Portería, 2. 24700 Astorga (León)","{'type': 'Point', 'coordinates': [-6.0579573, 42.4566583]}",42.4566583,-6.0579573
505,Restaurante Los Caprichos de Meneses,"Plaza San Miguel, 3. 49001 Zamora (Zamora)","{'type': 'Point', 'coordinates': [-6.1982117, 41.3874203]}",41.3874203,-6.1982117
506,Restaurante LAV,"Avenida Padre Isla, 1 24002 León","{'type': 'Point', 'coordinates': [-5.5723359, 42.5984172]}",42.5984172,-5.5723359
507,Restaurante Pablo,"Avenida Los Cubos, 8. 24007 León","{'type': 'Point', 'coordinates': [-5.5666475, 42.6007007]}",42.6007007,-5.5666475
508,Restaurante Terra Palencia,C/ Pedro Fernandez del Pulgar N6,"{'type': 'Point', 'coordinates': [-4.5333043, 42.0077039]}",42.0077039,-4.5333043
509,Restaurante Villa Paramesa,"Plaza Martí y Monsó, 4 - 47001 Valladolid (Valladolid)","{'type': 'Point', 'coordinates': [-4.7305385, 41.6522548]}",41.6522548,-4.7305385
510,Restaurante La Bicicleta,"La Plaza, 12 39716 Hoznayo (Cantabria)","{'type': 'Point', 'coordinates': [-3.7038511297, 43.3908784]}",43.3908784,-3.7038511297
511,Restaurante Suite 22,"Calle de Fray Luis de León, 22, 47002 Valladolid, España","{'type': 'Point', 'coordinates': [-4.7221061, 41.6506903]}",41.6506903,-4.7221061
512,Restaurante Virrey Palafox,"Calle Universidad, 7. 42300 Burgo de Osma-Ciudad de Osma (Soria)","{'type': 'Point', 'coordinates': [-3.0610503, 41.5870952]}",41.5870952,-3.0610503
513,Restaurante Al Kostat,"Ronda de Sant Antoni, 41. 08011 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [2.1633767, 41.382676]}",41.382676,2.1633767
514,Restaurante Boccatti,"Calle Mossén Josep Gudiol, 21. 08500 Vic (Barcelona)","{'type': 'Point', 'coordinates': [2.2490242, 41.9295205]}",41.9295205,2.2490242
515,Restaurante Casamar,"Calle Nero, 3. 17211 Llafranc (Girona)","{'type': 'Point', 'coordinates': [3.1904258, 41.8930752]}",41.8930752,3.1904258
516,Restaurante Don Giovanni,"Calle Deu i Mata, 69-99 08029 Barcelona","{'type': 'Point', 'coordinates': [2.1363534, 41.3887886]}",41.3887886,2.1363534
517,Restaurante Mesón de Cándido,"Plaza del Azoguejo, 5. 40001 Segovia (Segovia)","{'type': 'Point', 'coordinates': [-4.1181391624, 40.9478838]}",40.9478838,-4.1181391624
518,Restaurante Villena,"Plaza Capuchinos, 2, 40001 Segovia, España","{'type': 'Point', 'coordinates': [-4.1230952, 40.9521205]}",40.9521205,-4.1230952
519,Restaurante Ca l'Isidre,"Calle de Les Flors, 12. 08001 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [2.1682015, 41.3759578]}",41.3759578,2.1682015
520,Restaurante Casa Irene,"Calle Major, 22 25599 Artíes (Lérida)","{'type': 'Point', 'coordinates': [0.872435, 42.6995703]}",42.6995703,0.872435
521,Restaurante Muna,"Calle Gil y Carrasco, 25","{'type': 'Point', 'coordinates': [-5.573561, 42.5968668]}",42.5968668,-5.573561
522,Restaurante Dos Pebrots,"Carrer del Dr. Dou, 19 08001 Barcelona","{'type': 'Point', 'coordinates': [2.1684577, 41.3828495]}",41.3828495,2.1684577
523,Restaurante Els Brancs,"Avenida Díaz Pacheco, 26 17480 Roses (Girona)","{'type': 'Point', 'coordinates': [3.1982037252, 42.24445635]}",42.24445635,3.1982037252
524,Restaurante El Celler de l'Arbocet,"Calle Masferrer, 9. 43330 Riudoms (Tarragona)","{'type': 'Point', 'coordinates': [1.0510162, 41.1366662]}",41.1366662,1.0510162
525,Restaurante Dos Palillos,"Carrer d'Elisabets, 9. 08001 Barcelona","{'type': 'Point', 'coordinates': [2.1686617, 41.3833622]}",41.3833622,2.1686617
526,Restaurante Empòrium,"Calle de Santa Clara, 31 17486 Castelló d´Empúries (Girona)","{'type': 'Point', 'coordinates': [3.0760146, 42.2559078]}",42.2559078,3.0760146
527,Restaurante Ferran Cerro,"Plaza del Castell, 2","{'type': 'Point', 'coordinates': [-0.1215346, 38.6517628]}",38.6517628,-0.1215346
528,Restaurante Els Pescadors,"Plaza Prim, 1. 08005 Barcelona","{'type': 'Point', 'coordinates': [2.2068911, 41.3995169]}",41.3995169,2.2068911
529,Restaurante Espai Kru,"Carrer Lleida, 7. 08004 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [2.1545526, 41.3743416]}",41.3743416,2.1545526
530,Restaurante Fonda Sala,"Plaça Major, 17. 08516 Olost (Barcelona)","{'type': 'Point', 'coordinates': [2.0957512, 41.9860223]}",41.9860223,2.0957512
531,Restaurante Gaig - Torre del Remei,"Camí del Remei, 3 17539 Bolvir (Girona)","{'type': 'Point', 'coordinates': [1.8848368, 42.4192412]}",42.4192412,1.8848368
532,Restaurante Informal by Marc Gascons,"Passeig de Colom, 9, 08002 Barcelona, España","{'type': 'Point', 'coordinates': [2.1808382, 41.3801585]}",41.3801585,2.1808382
533,Restaurante Hofmann,"Calle La Granada del Penedés, 14 - 16. 08006 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [2.1527648, 41.3969467]}",41.3969467,2.1527648
534,Restaurante La Fonda Xesc,"Plaza del Roser, 1 17531 Gombrén (Girona)","{'type': 'Point', 'coordinates': [2.091077, 42.2481382]}",42.2481382,2.091077
535,Restaurante Nectari,"Calle Valencia, 28. 08015 Barcelona","{'type': 'Point', 'coordinates': [2.2290930739, 41.42452335]}",41.42452335,2.2290930739
536,Restaurante Manairó,"Calle Diputació, 424. 08013  Barcelona","{'type': 'Point', 'coordinates': [2.0763645, 41.4455601]}",41.4455601,2.0763645
537,Restaurante La Taverna del Clinic,"Calle Rosselló, 155. 08036 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [1.8287143, 41.7320892]}",41.7320892,1.8287143
538,Restaurante La Cuina de Can Simón,"Calle Portal, 24 17320 Tossa de Mar (Girona)","{'type': 'Point', 'coordinates': [2.9323119, 41.7173221]}",41.7173221,2.9323119
539,Restaurante Nairod,"Carrer d'Aribau, 141, 08036 Barcelona, España","{'type': 'Point', 'coordinates': [2.1541086164, 41.39214905]}",41.39214905,2.1541086164
540,Restaurante Fogony,"Avenida Generalitat, 45","{'type': 'Point', 'coordinates': [-0.0552263, 39.9444829]}",39.9444829,-0.0552263
541,Restaurante Petit Comité Barcelona,"Passatge de la Concepció, 13, 08008 Barcelona, España","{'type': 'Point', 'coordinates': [2.1601254071, 41.3943618]}",41.3943618,2.1601254071
542,Restaurante Rincón de Diego,"Calle Drassanes, 19 43850 Cambrils (Tarragona)","{'type': 'Point', 'coordinates': [1.062831, 41.0681497]}",41.0681497,1.062831
543,Restaurante Roig Robí,"Calle Séneca, 20. 08006 Barcelona","{'type': 'Point', 'coordinates': [2.1562774, 41.3968928]}",41.3968928,2.1562774
544,Restaurante Oria,"Passeig de Gràcia, 75. 08008 Barcelona","{'type': 'Point', 'coordinates': [2.162242, 41.3937566]}",41.3937566,2.162242
545,Restaurante SOFIA Be So,"Plaça de Pius XII, 4. 08028 Barcelona","{'type': 'Point', 'coordinates': [2.1274108133, 41.36511905]}",41.36511905,2.1274108133
546,Restaurante Rías de Galicia,"Carrer Lleida, 7. 08013 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [1.6274982, 41.5846751]}",41.5846751,1.6274982
547,Restaurante Tram-Tram,"Carrer Major de Sarriá, 121 08017 Barcelona","{'type': 'Point', 'coordinates': [2.1205419, 41.4007397]}",41.4007397,2.1205419
548,Restaurante Sa Punta,"Carrer Sa Punta des Forn, 20","{'type': 'Point', 'coordinates': [3.2034517, 41.9765155]}",41.9765155,3.2034517
549,Restaurante Bugao,"Calle Independencia, 15. 51001 Ceuta","{'type': 'Point', 'coordinates': [-5.3150757, 35.8873616]}",35.8873616,-5.3150757
550,Restaurante Europa,"Calle Espoz y Mina, 11, 31002 Pamplona, Navarra, España","{'type': 'Point', 'coordinates': [-1.6416661, 42.8162271]}",42.8162271,-1.6416661
551,Restaurante Villa Retiro,"Calle Molins, 2. 43592 Xerta (Tarragona)","{'type': 'Point', 'coordinates': [0.4898573464, 40.9121028]}",40.9121028,0.4898573464
552,Restaurante La Biblioteca,"Calle Beloso Bajo, 11. 31006 Pamplona (Navarra)","{'type': 'Point', 'coordinates': [-1.6284517, 42.8147059]}",42.8147059,-1.6284517
553,Restaurante Remigio,"Calle Gaztambide Carrera, 4, 31500 Tudela, Navarra, España","{'type': 'Point', 'coordinates': [-1.6048474, 42.0616951]}",42.0616951,-1.6048474
554,Restaurante Sato i Tanaka,vinyals,"{'type': 'Point', 'coordinates': [1.7480562, 41.2743699]}",41.2743699,1.7480562
555,Restaurante Tresmacarrons,"Avenida del Maresme, 21. 08320 El Masnou (Barcelona)","{'type': 'Point', 'coordinates': [2.3326877, 41.4829645]}",41.4829645,2.3326877
556,Restaurante Xavier Pellicer,"Carrer de Provença, 310. 08037 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [2.1634052, 41.3960599]}",41.3960599,2.1634052
557,Restaurante Xerta,"Carrer de Còrsega, 289, 08008 Barcelona, España","{'type': 'Point', 'coordinates': [2.156375052, 41.39463915]}",41.39463915,2.156375052
558,Restaurante Amparito Roca,"Calle de Juan Bravo, 12, 28006 Madrid, España","{'type': 'Point', 'coordinates': [-3.679469, 40.4326961]}",40.4326961,-3.679469
559,Restaurante Alabaster,"Calle Montalbán, 9. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.0494974, 40.7419746]}",40.7419746,-4.0494974
560,Restaurante Verduarte,"Plaza del Baluarte, s/n, Pamplona, Navarra","{'type': 'Point', 'coordinates': [-1.6468589862, 42.81360535]}",42.81360535,-1.6468589862
561,Restaurante Aspen,"Plaza de la Moraleja, 28109 Alcobendas, Madrid, España","{'type': 'Point', 'coordinates': [-3.6506355, 40.5157347]}",40.5157347,-3.6506355
562,Restaurante 99 Sushi Bar (Hermosilla),"Calle Hermosilla, 4. 28001 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6886087, 40.4264714]}",40.4264714,-3.6886087
563,Restaurante Casa Alberto,"Calle Huertas, 18. 28012 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.5410588682, 40.8222987]}",40.8222987,-3.5410588682
564,Restaurante Casa d'a Troya,"Calle Emiliano Barral, 14. 28043 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6602304, 40.4494962]}",40.4494962,-3.6602304
565,Restaurante Carême- Jesús del Cerro,Avda De Palacio 2,"{'type': 'Point', 'coordinates': [-3.7726258, 40.5166686]}",40.5166686,-3.7726258
566,Restaurante DSPEAK,"Calle de Fernando VI, 28004 Madrid, España","{'type': 'Point', 'coordinates': [-3.697206, 40.4259592]}",40.4259592,-3.697206
567,Restaurante El Cenador de Salvador,"Calle de España, 30. 28411 Moralzarzal (Madrid)","{'type': 'Point', 'coordinates': [-3.9635136, 40.6782112]}",40.6782112,-3.9635136
568,Restaurante Arima,"Calle Ponzano, 51 28003 Madrid","{'type': 'Point', 'coordinates': [-3.6992459, 40.4407523]}",40.4407523,-3.6992459
569,Restaurante El Mesón de Doña Filo,"Calle de San Juan, 3, 28213 Colmenar del Arroyo, Madrid, España","{'type': 'Point', 'coordinates': [-4.1968177, 40.4166219]}",40.4166219,-4.1968177
570,Restaurante Enklima,"Calle de Ferraz, 36","{'type': 'Point', 'coordinates': [-3.7171041, 40.4261012]}",40.4261012,-3.7171041
571,Restaurante El Señor Martín,"Calle General Castaños, 13. 28004 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.7283649, 40.3108449]}",40.3108449,-3.7283649
572,Restaurante Estimar,"Calle del Marqués de Cubas, 18, 28014 Madrid, España","{'type': 'Point', 'coordinates': [-3.6960001, 40.415919]}",40.415919,-3.6960001
573,Restaurante Cañadío Madrid,"Calle Conde de Peñalver, 86. 28006 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6755006, 40.4273052]}",40.4273052,-3.6755006
574,Restaurante Goizeko Wellington,"Calle Villanueva, 34. 28001 Madrid","{'type': 'Point', 'coordinates': [-3.6246944, 40.5457695]}",40.5457695,-3.6246944
575,Restaurante Kabuki,"Avenida Presidente Carmona, 2. 28020 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6970397, 40.4550922]}",40.4550922,-3.6970397
576,Restaurante El Jardín de Orfila,"Calle Orfila, 6 28010 Madrid","{'type': 'Point', 'coordinates': [-3.6932173, 40.4272674]}",40.4272674,-3.6932173
577,Restaurante Desencaja Bistró,"Paseo de La Habana, 84. 28016 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6810412, 40.4560306]}",40.4560306,-3.6810412
578,Restaurante Kuoco 360 food,"Calle de San Bartolomé, 14","{'type': 'Point', 'coordinates': [-3.6983793, 40.4219657]}",40.4219657,-3.6983793
579,Restaurante La Buena Vida,"Calle Conde de Xiquena, 8. 28004 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6940707, 40.4229163]}",40.4229163,-3.6940707
580,Restaurante La Catapa,Calle Menorca 14,"{'type': 'Point', 'coordinates': [-3.3436242, 40.4857152]}",40.4857152,-3.3436242
581,Restaurante Gioia,Calle San Bartolomé 23,"{'type': 'Point', 'coordinates': [-3.3210027909, 38.03019345]}",38.03019345,-3.3210027909
582,Restaurante La Manduca de Azagra,"Calle de Sagasta, 14, 28004 Madrid, España","{'type': 'Point', 'coordinates': [-3.7005018, 40.4285972]}",40.4285972,-3.7005018
583,Restaurante La Primera,"Gran Vía, 1. 28013 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6978657, 40.4191077]}",40.4191077,-3.6978657
584,Restaurante La Taberna de Elia,"Vía de las dos Castillas, 23. 28224 Pozuelo de Alarcón (Madrid)","{'type': 'Point', 'coordinates': [-3.8111356, 40.4314905]}",40.4314905,-3.8111356
585,Restaurante La Tasquería,"Calle Duque de Sesto, 48. 28009 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6735107, 40.4222271]}",40.4222271,-3.6735107
